,0
1287,28
1288,28
1289,27
1290,27
1291,204
1292,203
1293,203
1294,203
1295,116
1296,116
1297,116
1298,27
1299,27
1300,26
1301,26
1302,26
1303,26
1304,222
1305,222
1306,393
1307,397
1308,24
1309,24
1310,28
1311,28
1312,28
1313,26
1314,24
1315,24
1316,24
1317,24
1318,24
1319,21
1320,21
1321,21
1322,28
1323,28
1324,28
1325,28
1326,23
1327,23
1328,23
1329,23
1330,23
1331,23
1332,24
1333,156
1334,143
1335,41
1336,41
1337,41
1338,69
1339,68
1340,68
1341,24
1342,24
1343,25
1344,25
1345,46
1346,46
1347,46
1348,46
1349,46
1350,28
1351,28
1352,24
1353,24
1354,25
1355,24
1356,53
1357,53
1358,53
1359,69
1360,69
1361,69
1362,28
1363,28
1364,18
1365,18
1366,18
1367,21
1368,25
1369,25
1370,19
1371,19
1372,23
1373,23
1374,23
1375,23
1376,24
1377,24
1378,18
1379,18
1380,18
1381,26
1382,25
1383,25
1384,18
1385,17
1386,17
1387,17
1388,40
1389,40
1390,26
1391,26
1392,17
1393,17
1394,17
1395,25
1396,25
1397,25
1398,25
1399,69
1400,69
1401,69
1402,341
1403,348
1404,347
1405,348
1406,359
1407,359
1408,30
1409,30
1410,26
1411,26
1412,56
1413,62
1414,21
1415,134
1416,132
1417,132
1418,24
1419,24
1420,24
1421,24
1422,19
1423,19
1424,24
1425,24
1426,27
1427,26
1428,151
1429,151
1430,151
1431,14
1432,14
1433,14
1434,24
1435,24
1436,24
1437,139
1438,140
1439,26
1440,274
1441,271
1442,269
1443,190
1444,189
1445,275
1446,232
1447,218
1448,417
1449,413
1450,413
1451,24
1452,24
1453,28
1454,28
1455,28
1456,28
1457,23
1458,23
1459,23
1460,22
1461,22
1462,24
1463,25
1464,24
1465,89
1466,88
1467,79
1468,79
1469,135
1470,86
1471,83
1472,83
1473,83
1474,66
1475,47
1476,51
1477,119
1478,118
1479,48
1480,48
1481,56
1482,55
1483,55
1484,55
1485,34
1486,33
1487,28
1488,28
1489,28
1490,26
1491,26
1492,26
1493,27
1494,27
1495,28
1496,28
1497,28
1498,28
1499,111
1500,111
1501,111
1502,24
1503,24
1504,24
1505,24
1506,24
1507,24
1508,24
1509,137
1510,135
1511,26
1512,26
1513,139
1514,133
1515,25
1516,25
1517,25
1518,27
1519,24
1520,24
1521,122
1522,155
1523,19
1524,19
1525,91
1526,111
1527,22
1528,22
1529,22
1530,22
1531,70
1532,69
1533,184
1534,186
1535,31
1536,31
1537,31
1538,31
1539,31
1540,254
1541,254
1542,255
1543,255
1544,189
1545,193
1546,187
1547,179
1548,179
1549,171
1550,171
1551,172
1552,129
1553,129
1554,131
1555,165
1556,164
1557,164
1558,131
1559,26
1560,26
1561,26
1562,69
1563,69
1564,113
1565,146
1566,79
1567,79
1568,79
1569,94
1570,101
1571,27
1572,27
1573,27
1574,27
1575,25
1576,25
1577,21
1578,21
1579,21
1580,21
1581,27
1582,27
1583,26
1584,26
1585,26
1586,216
1587,216
1588,216
1589,283
1590,277
1591,23
1592,23
1593,22
1594,26
1595,24
1596,24
1597,24
1598,24
1599,24
1600,26
1601,26
1602,29
1603,29
1604,29
1605,28
1606,28
1607,26
1608,26
1609,24
1610,24
1611,28
1612,28
1613,28
1614,28
1615,28
1616,28
1617,27
1618,27
1619,26
1620,28
1621,28
1622,47
1623,24
1624,24
1625,26
1626,26
1627,26
1628,28
1629,28
1630,103
1631,108
1632,106
1633,106
1634,30
1635,30
1636,30
1637,74
1638,74
1639,74
1640,57
1641,54
1642,54
1643,24
1644,24
1645,24
1646,24
1647,24
1648,77
1649,78
1650,129
1651,129
1652,129
1653,136
1654,134
1655,24
1656,21
1657,22
1658,22
1659,51
1660,22
1661,22
1662,108
1663,108
1664,108
1665,134
1666,133
1667,24
1668,24
1669,24
1670,32
1671,33
1672,34
1673,294
1674,299
1675,298
1676,39
1677,42
1678,42
1679,37
1680,23
1681,22
1682,67
1683,69
1684,186
1685,186
1686,186
1687,325
1688,325
1689,325
1690,71
1691,53
1692,53
1693,67
1694,77
1695,31
1696,31
1697,31
1698,42
1699,42
1700,42
1701,78
1702,78
1703,78
1704,29
1705,29
1706,29
1707,28
1708,27
1709,28
1710,26
1711,46
1712,46
1713,29
1714,29
1715,24
1716,24
1717,24
1718,24
1719,25
1720,25
1721,21
1722,21
1723,21
1724,24
1725,24
1726,24
1727,24
1728,24
1729,181
1730,200
1731,200
1732,200
1733,25
1734,25
1735,21
1736,21
1737,21
1738,10
1739,9
1740,22
1741,23
1742,23
1743,23
1744,30
1745,30
1746,27
1747,26
1748,26
1749,23
1750,23
1751,24
1752,24
1753,28
1754,28
1755,28
1756,30
1757,28
1758,28
1759,28
1760,133
1761,133
1762,133
1763,128
1764,41
1765,39
1766,30
1767,30
1768,30
1769,26
1770,26
1771,28
1772,28
1773,28
1774,25
1775,26
1776,26
1777,68
1778,68
1779,68
1780,25
1781,25
1782,25
1783,25
1784,27
1785,27
1786,24
1787,26
1788,26
1789,26
1790,25
1791,25
1792,25
1793,211
1794,212
1795,84
1796,86
1797,89
1798,85
1799,24
1800,24
1801,24
1802,24
1803,28
1804,28
1805,38
1806,38
1807,38
1808,38
1809,21
1810,24
1811,38
1812,38
1813,23
1814,23
1815,23
1816,120
1817,115
1818,114
1819,63
1820,63
1821,63
1822,27
1823,26
1824,26
1825,25
1826,24
1827,24
1828,58
1829,58
1830,28
1831,28
1832,28
1833,23
1834,23
1835,21
1836,21
1837,21
1838,24
1839,20
1840,20
1841,20
1842,20
1843,16
1844,16
1845,43
1846,42
1847,40
1848,40
1849,66
1850,18
1851,0
1852,8
1853,9
1854,9
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,30
1863,30
1864,0
1865,0
1866,0
1867,0
1868,74
1869,74
1870,57
1871,57
1872,16
1873,16
1874,16
1875,18
1876,18
1877,18
1878,18
1879,18
1880,18
1881,18
1882,18
1883,18
1884,64
1885,339
1886,81
1887,81
1888,81
1889,81
1890,35
1891,36
1892,19
1893,19
1894,19
1895,21
1896,21
1897,21
1898,21
1899,21
1900,21
1901,21
1902,21
1903,85
1904,62
1905,62
1906,62
1907,64
1908,33
1909,31
1910,20
1911,23
1912,23
1913,23
1914,23
1915,18
1916,18
1917,20
1918,20
1919,19
1920,19
1921,58
1922,59
1923,59
1924,46
1925,44
1926,45
1927,29
1928,29
1929,34
1930,153
1931,173
1932,174
1933,173
1934,173
1935,22
1936,22
1937,134
1938,133
1939,133
1940,133
1941,234
1942,236
1943,243
1944,242
1945,240
1946,242
1947,241
1948,242
1949,267
1950,267
1951,202
1952,201
1953,201
1954,201
1955,216
1956,216
1957,113
1958,128
1959,81
1960,80
1961,80
1962,94
1963,93
1964,93
1965,87
1966,86
1967,59
1968,88
1969,84
1970,86
1971,62
1972,63
1973,63
1974,114
1975,116
1976,111
1977,65
1978,66
1979,21
1980,124
1981,121
1982,50
1983,49
1984,49
1985,108
1986,106
1987,105
1988,21
1989,21
1990,21
1991,23
1992,23
1993,23
1994,36
1995,88
1996,123
1997,123
1998,123
1999,123
2000,40
2001,41
2002,48
2003,46
2004,93
2005,93
2006,93
2007,93
2008,177
2009,176
2010,299
2011,305
2012,303
2013,302
2014,116
2015,109
2016,392
2017,393
2018,337
2019,114
2020,114
2021,114
2022,59
2023,61
2024,24
2025,23
2026,23
2027,22
2028,129
2029,129
2030,68
2031,69
2032,71
2033,27
2034,26
2035,26
2036,26
2037,96
2038,337
2039,234
2040,233
2041,229
2042,28
2043,28
2044,24
2045,24
2046,24
2047,120
2048,120
2049,97
2050,98
2051,94
2052,94
2053,94
2054,28
2055,28
2056,88
2057,119
2058,119
2059,119
2060,154
2061,154
2062,73
2063,18
2064,18
2065,155
2066,160
2067,108
2068,108
2069,28
2070,28
2071,28
2072,28
2073,18
2074,18
2075,119
2076,119
2077,119
2078,0
2079,0
2080,0
2081,320
2082,319
2083,314
2084,314
2085,21
2086,18
2087,18
2088,18
2089,18
2090,18
2091,104
2092,103
2093,104
2094,130
2095,51
2096,49
2097,44
2098,44
2099,44
2100,24
2101,14
2102,14
2103,159
2104,158
2105,160
2106,160
2107,31
2108,77
2109,66
2110,66
2111,28
2112,28
2113,28
2114,28
2115,28
2116,26
2117,26
2118,25
2119,25
2120,26
2121,144
2122,145
2123,23
2124,22
2125,22
2126,21
2127,20
2128,20
2129,94
2130,94
2131,73
2132,72
2133,72
2134,33
2135,31
2136,31
2137,63
2138,63
2139,63
2140,149
2141,151
2142,158
2143,162
2144,163
2145,163
2146,89
2147,22
2148,22
2149,22
2150,20
2151,19
2152,19
2153,207
2154,101
2155,100
2156,60
2157,55
2158,59
2159,28
2160,28
2161,28
2162,117
2163,118
2164,118
2165,434
2166,439
2167,484
2168,531
2169,598
2170,592
2171,111
2172,112
2173,168
2174,165
2175,167
2176,170
2177,170
2178,170
2179,170
2180,232
2181,196
2182,118
2183,66
2184,66
2185,204
2186,205
2187,21
2188,21
2189,21
2190,21
2191,71
2192,71
2193,108
2194,110
2195,80
2196,123
2197,123
2198,123
2199,123
2200,134
2201,134
2202,133
2203,133
2204,134
2205,105
2206,102
2207,64
2208,64
2209,64
2210,149
2211,153
2212,139
2213,135
2214,135
2215,81
2216,81
2217,81
2218,81
2219,174
2220,173
2221,202
2222,202
2223,202
2224,201
2225,58
2226,169
2227,171
2228,171
2229,148
2230,148
2231,0
2232,0
2233,173
2234,169
2235,160
2236,161
2237,161
2238,161
2239,262
2240,257
2241,257
2242,17
2243,18
2244,18
2245,25
2246,25
2247,25
2248,41
2249,41
2250,40
2251,143
2252,144
2253,144
2254,332
2255,324
2256,324
2257,123
2258,123
2259,123
2260,108
2261,108
2262,146
2263,25
2264,26
2265,26
2266,23
2267,23
2268,23
2269,24
2270,24
2271,24
2272,22
2273,23
2274,23
2275,28
2276,28
2277,24
2278,24
2279,19
2280,19
2281,28
2282,28
2283,42
2284,42
2285,42
2286,42
2287,281
2288,283
2289,23
2290,23
2291,181
2292,26
2293,26
2294,26
2295,221
2296,220
2297,141
2298,139
2299,139
2300,121
2301,120
2302,96
2303,71
2304,71
2305,71
2306,18
2307,18
2308,81
2309,81
2310,80
2311,128
2312,131
2313,128
2314,128
2315,25
2316,25
2317,25
2318,25
2319,69
2320,69
2321,74
2322,85
2323,86
2324,21
2325,19
2326,28
2327,28
2328,28
2329,45
2330,45
2331,28
2332,28
2333,28
2334,28
2335,28
2336,24
2337,24
2338,24
2339,21
2340,70
2341,69
2342,69
2343,21
2344,21
2345,21
2346,21
2347,56
2348,61
2349,61
2350,61
2351,66
2352,119
2353,63
2354,63
2355,63
2356,20
2357,20
2358,20
2359,162
2360,162
2361,162
2362,162
2363,28
2364,24
2365,24
2366,24
2367,24
2368,24
2369,24
2370,24
2371,24
2372,79
2373,79
2374,437
2375,444
2376,24
2377,24
2378,24
2379,24
2380,24
2381,31
2382,205
2383,207
2384,206
2385,206
2386,206
2387,82
2388,56
2389,56
2390,24
2391,24
2392,24
2393,279
2394,281
2395,23
2396,23
2397,23
2398,23
2399,20
2400,20
2401,20
2402,18
2403,18
2404,18
2405,53
2406,54
2407,23
2408,22
2409,22
2410,22
2411,123
2412,124
2413,18
2414,18
2415,18
2416,209
2417,215
2418,316
2419,141
2420,141
2421,141
2422,28
2423,28
2424,28
2425,56
2426,57
2427,151
2428,149
2429,200
2430,200
2431,200
2432,167
2433,17
2434,17
2435,45
2436,45
2437,45
2438,45
2439,0
2440,0
2441,40
2442,39
2443,43
2444,43
2445,43
2446,73
2447,70
2448,70
2449,28
2450,28
2451,28
2452,74
2453,96
2454,232
2455,232
2456,232
2457,30
2458,30
2459,29
2460,14
2461,14
2462,14
2463,14
2464,14
2465,24
2466,24
2467,123
2468,124
2469,146
2470,146
2471,153
2472,26
2473,152
2474,24
2475,18
2476,18
2477,18
2478,18
2479,111
2480,111
2481,148
2482,151
2483,154
2484,196
2485,191
2486,28
2487,28
2488,28
2489,267
2490,267
2491,268
2492,268
2493,16
2494,16
2495,16
2496,34
2497,18
2498,18
2499,18
2500,18
2501,46
2502,46
2503,21
2504,21
2505,21
2506,90
2507,94
2508,95
2509,26
2510,26
2511,26
2512,24
2513,24
2514,24
2515,24
2516,21
2517,21
2518,162
2519,133
2520,133
2521,587
2522,605
2523,246
2524,246
2525,246
2526,26
2527,24
2528,251
2529,253
2530,259
2531,240
2532,447
2533,469
2534,309
2535,307
2536,307
2537,307
2538,28
2539,26
2540,26
2541,26
2542,61
2543,23
2544,23
2545,23
2546,26
2547,37
2548,36
2549,37
2550,36
2551,376
2552,374
2553,19
2554,19
2555,22
2556,23
2557,22
2558,24
2559,138
2560,138
2561,136
2562,53
2563,53
2564,53
2565,53
2566,13
2567,0
2568,35
2569,36
2570,123
2571,123
2572,121
2573,123
2574,27
2575,26
2576,64
2577,67
2578,62
2579,21
2580,21
2581,21
2582,109
2583,108
2584,108
2585,108
2586,37
2587,36
2588,151
2589,304
2590,151
2591,233
2592,232
2593,79
2594,79
2595,217
2596,196
2597,197
2598,196
2599,27
2600,27
2601,23
2602,22
2603,23
2604,120
2605,93
2606,274
2607,23
2608,25
2609,186
2610,186
2611,186
2612,113
2613,108
2614,72
2615,26
2616,26
2617,319
2618,317
2619,315
2620,315
2621,81
2622,82
2623,82
2624,81
2625,172
2626,172
2627,189
2628,420
2629,269
2630,265
2631,266
2632,205
2633,206
2634,218
2635,154
2636,156
2637,157
2638,129
2639,128
2640,128
2641,407
2642,406
2643,472
2644,452
2645,451
2646,454
2647,262
2648,263
2649,77
2650,76
2651,75
2652,156
2653,404
2654,442
2655,161
2656,158
2657,158
2658,158
2659,158
2660,158
2661,362
2662,149
2663,153
2664,352
2665,405
2666,312
2667,311
2668,311
2669,226
2670,225
2671,226
2672,26
2673,26
2674,94
2675,87
2676,87
2677,236
2678,234
2679,234
2680,133
2681,184
2682,259
2683,293
2684,293
2685,293
2686,22
2687,21
2688,211
2689,219
2690,221
2691,0
2692,0
2693,0
2694,215
2695,76
2696,104
2697,125
2698,125
2699,128
2700,133
2701,136
2702,136
2703,137
2704,180
2705,179
2706,28
2707,28
2708,222
2709,224
2710,224
2711,113
2712,21
2713,21
2714,24
2715,24
2716,161
2717,161
2718,162
2719,91
2720,90
2721,90
2722,183
2723,177
2724,177
2725,177
2726,104
2727,106
2728,91
2729,87
2730,24
2731,24
2732,24
2733,24
2734,209
2735,207
2736,59
2737,102
2738,64
2739,22
2740,22
2741,88
2742,241
2743,238
2744,237
2745,237
2746,325
2747,214
2748,231
2749,222
2750,169
2751,169
2752,168
2753,397
2754,397
2755,395
2756,314
2757,311
2758,313
2759,237
2760,236
2761,236
2762,215
2763,212
2764,207
2765,202
2766,202
2767,24
2768,24
2769,24
2770,24
2771,24
2772,24
2773,25
2774,26
2775,21
2776,21
2777,21
2778,103
2779,103
2780,102
2781,0
2782,0
2783,0
2784,0
2785,24
2786,26
2787,79
2788,80
2789,79
2790,27
2791,27
2792,27
2793,440
2794,499
2795,202
2796,202
2797,202
2798,202
2799,196
2800,199
2801,200
2802,213
2803,216
2804,232
2805,128
2806,150
2807,33
2808,33
2809,166
2810,166
2811,167
2812,167
2813,30
2814,28
2815,21
2816,21
2817,24
2818,24
2819,26
2820,23
2821,23
2822,23
2823,23
2824,180
2825,286
2826,289
2827,60
2828,63
2829,19
2830,19
2831,19
2832,24
2833,24
2834,24
2835,21
2836,19
2837,19
2838,103
2839,100
2840,21
2841,21
2842,21
2843,21
2844,26
2845,27
2846,187
2847,185
2848,26
2849,26
2850,26
2851,26
2852,51
2853,51
2854,78
2855,83
2856,83
2857,84
2858,483
2859,424
2860,247
2861,246
2862,149
2863,149
2864,149
2865,109
2866,121
2867,104
2868,179
2869,177
2870,177
2871,177
2872,177
2873,202
2874,203
2875,193
2876,197
2877,183
2878,183
2879,111
2880,13
2881,13
2882,14
2883,60
2884,62
2885,94
2886,94
2887,94
2888,84
2889,99
2890,137
2891,143
2892,143
2893,259
2894,261
2895,259
2896,340
2897,339
2898,336
2899,316
2900,317
2901,318
2902,244
2903,257
2904,104
2905,97
2906,97
2907,133
2908,133
2909,133
2910,91
2911,91
2912,91
2913,174
2914,174
2915,180
2916,96
2917,88
2918,101
2919,211
2920,214
2921,214
2922,103
2923,103
2924,104
2925,104
2926,61
2927,59
2928,22
2929,22
2930,22
2931,125
2932,125
2933,41
2934,41
2935,611
2936,610
2937,611
2938,612
2939,58
2940,58
2941,19
2942,19
2943,19
2944,19
2945,68
2946,68
2947,191
2948,191
2949,39
2950,39
2951,39
2952,39
2953,117
2954,116
2955,29
2956,29
2957,27
2958,27
2959,73
2960,73
2961,183
2962,184
2963,181
2964,22
2965,24
2966,22
2967,294
2968,295
2969,294
2970,172
2971,169
2972,169
2973,276
